Occurred,City,State,Country,Shape,Summary,Link
2008-02-09 14:08:00,San Martin Texmelucan de Labastida,Puebla,Mexico,Oval,"UFO over San Carlos, Sonora, Mexico.  ((NUFORC Note:  Lens flares.  PD))",https://nuforc.org/sighting/?id=61496
2008-02-08 20:40:00,Puerto Vallarta,Jalisco,Mexico,Cone,"They came from the West, changed directions numerous times and were very visible to the naked eye.",https://nuforc.org/sighting/?id=62328
2008-02-03 21:45:00,Puerto Vallarta,Jalisco,Mexico,Circle,two round objects travelled in complete silence over water as I watched from my hotel room,https://nuforc.org/sighting/?id=61493
2008-02-02 01:53:00,Cancun,Quintana Roo,Mexico,Light,Two bright lights zigzaging over Cancun,https://nuforc.org/sighting/?id=61646
2008-01-18 20:00:00,Nuevo Laredo,Tamaulipas,Mexico,Fireball,bright ball seen in the northern sky traveling south from Nuevo Leon Mexico,https://nuforc.org/sighting/?id=66068
2008-01-09 22:00:00,Mexico City,Ciudad de México,Mexico,Light,SHOOTING STAR TURNS OUT TO BE SOMETHING ELSE,https://nuforc.org/sighting/?id=60700
2008-01-06 02:10:00,Mexico City,Ciudad de México,Mexico,Sphere,An orange sphere traveling from east to west at an incredible speed,https://nuforc.org/sighting/?id=60644
2008-01-01 00:45:00,Puerto Escondido,Oaxaca,Mexico,Sphere,Orange shpere over southern Mexico,https://nuforc.org/sighting/?id=60452
2007-12-23 04:00:00,San Jose del Cabo,Baja California Sur,Mexico,,"Bright light over San Jose del Cabo, Baja Mexico around 4:00 AM. About 35 degrees above the horizon moving slowly to west.",https://nuforc.org/sighting/?id=62537
2007-12-02 22:00:00,Santa Maria Huatulco,Oaxaca,Mexico,Sphere,"Huatulco ufo. Brown disc shape, flat sides. ""Windows"" showing.",https://nuforc.org/sighting/?id=59925
2007-11-16 19:49:00,Ciudad Sabinas Hidalgo,Nuevo León,Mexico,Other,"Object in the form of ""number 3 (3), with a faint light reddish white in each of its three ends traveling with uniform speed to the sou",https://nuforc.org/sighting/?id=119342
2007-10-21 04:00:00,Mexico City,Ciudad de México,Mexico,Changing,"Triangular craft sighted in Mexico City, October 2007.",https://nuforc.org/sighting/?id=58579
2007-09-01 18:30:00,Mexico City,Ciudad de México,Mexico,Other,Unfamiliar vessel spotted from airplane nearing Gulf of Mexico.,https://nuforc.org/sighting/?id=57222
2007-06-20 21:50:00,Mexico City,Ciudad de México,Mexico,Orb,two bright white orbs  come from northwest heading southwest no  sound.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD)),https://nuforc.org/sighting/?id=57150
2007-05-25 13:00:00,Monterrey,Nuevo León,Mexico,Disk,MEXICAN GOVERNMENT OFFICIALS RECOVER AND CONFISCATE OBJECT THAT FELL FROM SKY,https://nuforc.org/sighting/?id=56375
2007-04-21 23:00:00,Cancun,Quintana Roo,Mexico,Unknown,"Star like object on northerly course makes 120 degree turn, moves erratically and stops, vanishes",https://nuforc.org/sighting/?id=56220
2007-04-07 09:42:00,Puerto Vallarta,Jalisco,Mexico,Unknown,"UFO Puerto Valarta Captured On Photo April 07, 2007",https://nuforc.org/sighting/?id=56183
2007-04-07 09:30:00,Puerto Vallarta,Jalisco,Mexico,Oval,"UFO Captured in Photo - Puerto Vallarta , Mexico",https://nuforc.org/sighting/?id=56188
2007-03-09 18:22:00,Tijuana,Baja California,Mexico,Sphere,circule on the sun in the midtle of it. 5 or 6 pictures same mark diferent camera.,https://nuforc.org/sighting/?id=55604
2007-03-03 21:30:00,Cancun,Quintana Roo,Mexico,Light,We observed a faint orange-red light coming from the north,https://nuforc.org/sighting/?id=55367
2007-02-17 17:00:00,Culiacan,Sinaloa,Mexico,Unknown,Dark round hole in the clouds.,https://nuforc.org/sighting/?id=56500
2007-02-06 21:00:00,Cancun,Quintana Roo,Mexico,Other,"Saw an unidentified craft with outstanding maneuverablility and silent operation on the coast of Cancun, Mexico.",https://nuforc.org/sighting/?id=54266
2007-01-01 17:45:00,Ensenada,Baja California,Mexico,Triangle,Trianglular mute lightened craft.,https://nuforc.org/sighting/?id=54267
2007-01-01 01:00:00,Puerto Vallarta,Jalisco,Mexico,Circle,"bright orange light over puerto vallarta, mex.  new years 1am.",https://nuforc.org/sighting/?id=54107
2006-12-20 20:20:00,Cancun,Quintana Roo,Mexico,Unknown,flashing lights over the Carribean for several days,https://nuforc.org/sighting/?id=54052
,Tenancingo,México,,,,https://nuforc.org/sighting/?id=73211
2006-12-16 21:00:00,Guadalajara,Jalisco,Mexico,Disk,5 huge ufos along the highway make the vehicles shake,https://nuforc.org/sighting/?id=53757
2006-12-06 00:00:00,Mexico City,Ciudad de México,Mexico,Disk,An object in Tepeyac Temple,https://nuforc.org/sighting/?id=53471
2006-12-01 22:00:00,Mexicali,Baja California,Mexico,Circle,flying multicolor rotating circle very fast and akward movements once entering U.S. airspace.,https://nuforc.org/sighting/?id=54053
2006-11-18 10:30:00,Hermosillo,Sonora,Mexico,Disk,"Disc-Shaped Object seen on Hermosillo-Obregon City, Sonora, Mexico Highway",https://nuforc.org/sighting/?id=53029
2006-11-16 23:00:00,Zapopan,Jalisco,Mexico,Sphere,"3 objects appear over my house, exactly over my head, I have pics.",https://nuforc.org/sighting/?id=55609
2006-10-18 19:00:00,San Carlos Yautepec,Oaxaca,Mexico,Triangle,"Triangle UFO in San Carlos Mexico Oct 18,06",https://nuforc.org/sighting/?id=52127
2006-09-02 20:00:00,Manzanillo,Colima,Mexico,Changing,"Photos taken on the coast in Manzanillo, Mexico",https://nuforc.org/sighting/?id=52261
2006-08-20 16:34:00,Tijuana,Baja California,Mexico,Cigar,it aperd for a 3 second period standing statik long silver object,https://nuforc.org/sighting/?id=51519
2006-08-07 23:00:00,Cancun,Quintana Roo,Mexico,Light,Red shooting star changed directions and went back into space.,https://nuforc.org/sighting/?id=52503
2006-08-03 22:50:00,Tecoman,Colima,Mexico,Sphere,"we seen an orange sphere that lasted for hours right above the ocean,it didnt move at all but it had a weird glow to it",https://nuforc.org/sighting/?id=51204
2006-07-03 00:00:00,Tenancingo,México,Mexico,Circle,"UFO craft  witnessed Jalisco, Mexico",https://nuforc.org/sighting/?id=51146
2006-06-26 21:30:00,Leon de los Aldama,Guanajuato,Mexico,Light,bright light omitting a fog light appearance toward earth,https://nuforc.org/sighting/?id=50708
2006-06-07 14:36:00,Monterrey,Nuevo León,Mexico,Sphere,go to fast speed,https://nuforc.org/sighting/?id=56723
2006-05-09 21:15:00,Merida,Yucatán,Mexico,Cigar,The object fly in to W-NW direction. The object changed by red-blue colors. The object appear in the sky and desappear in seconds,https://nuforc.org/sighting/?id=50236
2006-04-23 12:06:00,Tulum,Quintana Roo,Mexico,Rectangle,Caught shot of possible UFO on Vacation near Mayan Ruins in Mexico,https://nuforc.org/sighting/?id=49797
2006-04-22 00:00:00,San Felipe,Guanajuato,Mexico,Disk,We were out looking at huge saquaro catus and taking pictures. When we got home and were looking at the pictures on T.V we noticed a si,https://nuforc.org/sighting/?id=48975
2006-03-06 16:00:00,Cabo San Lucas,Baja California Sur,Mexico,Circle,A yellow/orange circle which looked as if it radiated heat was moving at such a fast speed that the pictures I took left a long rope,https://nuforc.org/sighting/?id=48965
2006-02-02 18:30:00,Puerto Vallarta,Jalisco,Mexico,Disk,"Irreguelar ""cloud"" formations in sky above Bahia de Banderas.",https://nuforc.org/sighting/?id=50157
2006-02-01 22:50:00,Puerto Vallarta,Jalisco,Mexico,Formation,"Five reddish orange lights moving at very fast , floating speeds in a formation.  Dog got agitated as it got closer.",https://nuforc.org/sighting/?id=48583
2006-01-19 23:15:00,Cabo San Lucas,Baja California Sur,Mexico,Other,"4 star-like objects with a surrounding halo appeared in succession to form an arc northeast of and close to the moon, then suddenly dis",https://nuforc.org/sighting/?id=48731
2006-01-01 11:00:00,San Luis Potosi,San Luis Potosí,Mexico,Unknown,UFO'S in san luise mexico.,https://nuforc.org/sighting/?id=49295
2005-12-31 23:00:00,Merida,Yucatán,Mexico,Fireball,"Decenas de esferas de colores en elcielo nocturno de Mérida, Yucatán,México.",https://nuforc.org/sighting/?id=62034
2005-12-31 21:30:00,San Luis Potosi,San Luis Potosí,Mexico,Sphere,The red  glowing spheres in Mexico were first seen flying as a triangle and then went into a straight line.,https://nuforc.org/sighting/?id=79397
2005-12-28 20:00:00,Cancun,Quintana Roo,Mexico,Other,"multicolored ""Star"" changing formation.  ((NUFORC Note:  Possible sighting of Sirius??  PD))",https://nuforc.org/sighting/?id=48366
2005-12-21 16:00:00,Durango,Durango,Mexico,Disk,I seen a four UFOs in Mexico clearly in the day time.,https://nuforc.org/sighting/?id=48007
2005-12-02 19:37:00,Puerto Vallarta,Jalisco,Mexico,Unknown,"bright strobe light ufo seen over bay in puerto vallarta, mexico",https://nuforc.org/sighting/?id=48517
2005-11-28 09:10:00,Guaymas,Sonora,Mexico,Fireball,"I was driving South on the road,Forme Hermosillo to Guaymas , the sky was blue, There was no clouds Somethinhg bright on the sky , call",https://nuforc.org/sighting/?id=47951
2005-11-20 20:00:00,Acapulco de Juarez,Guerrero,Mexico,Circle,after work we 3  ships  flying  across the sky in acapulco in mexico,https://nuforc.org/sighting/?id=47547
2005-11-01 18:00:00,Tijuana,Baja California,Mexico,Light,i was in Mexico visting my grandparents. I walked to the supermarket  to get bread and milk for them since they love to eat that for di,https://nuforc.org/sighting/?id=47027
2005-08-27 10:00:00,Nuevo Laredo,Tamaulipas,Mexico,Light,"A half hour ago, I and others have seen a very bright ""star"" moving from northest to southwest altmost on the cenit (70 to 90°)with a v",https://nuforc.org/sighting/?id=45645
2005-08-14 14:02:00,Xico,Veracruz,Mexico,Cone,"This sigthtin occurs a day after a sismologic event in mexico city, the ufo was seen in an area called mexican volcanos, a common area",https://nuforc.org/sighting/?id=44475
2005-07-25 21:00:00,San Felipe,Guanajuato,Mexico,Disk,UFO followed my truck.,https://nuforc.org/sighting/?id=81132
2005-05-23 11:45:00,Cozumel,Quintana Roo,Mexico,Formation,we watch alot of shows on this subject and what we have in this picture closely resembles a UFO formation,https://nuforc.org/sighting/?id=43753
2005-05-07 21:00:00,Mexico City,Ciudad de México,Mexico,Light,Red lights in the sky.,https://nuforc.org/sighting/?id=69039
2005-04-29 23:30:00,Playa del Carmen,Quintana Roo,Mexico,Light,Lighted UFO  following shores of Play Car towards Cancun and making tight circle,https://nuforc.org/sighting/?id=43679
2005-04-28 21:00:00,Cuernavaca,Morelos,Mexico,Orb,"Bright Red-Orange-White Ball of Light in Cuernavaca, Mexico",https://nuforc.org/sighting/?id=61623
2005-04-23 17:00:00,Mexico City,Ciudad de México,Mexico,Disk,Four unidentifiable objects in a photograph that I took in Mexico City.,https://nuforc.org/sighting/?id=42955
2005-03-15 23:45:00,Leon de los Aldama,Guanajuato,Mexico,Disk,"A large radiating craft seen above Playa Paraiso beach, 3 hours from Acapulco.",https://nuforc.org/sighting/?id=41999
2005-03-10 18:34:00,La Paz,Baja California Sur,Mexico,Sphere,UFO in calm coastal Sunset sky.,https://nuforc.org/sighting/?id=48647
2005-02-04 12:00:00,Tulum,Quintana Roo,Mexico,Disk,Saucer over Tulum Ruins,https://nuforc.org/sighting/?id=41598
2005-02-03 14:00:00,Tulum,Quintana Roo,Mexico,Triangle,Photographic picture,https://nuforc.org/sighting/?id=41345
2005-01-18 09:00:00,Cozumel,Quintana Roo,Mexico,Other,While on a cruise NCL Spirit before leaving the ship I saw the sun trying to break through the clouds I took a picture with ray coming,https://nuforc.org/sighting/?id=41343
2005-01-01 06:51:00,Monterrey,Nuevo León,Mexico,Egg,"i was just taking pictures of night view with my digital camera, and i suddenly realized that i took a picture of UFO",https://nuforc.org/sighting/?id=41307
2005-01-01 00:30:00,Monterrey,Nuevo León,Mexico,Cross,"Object moves from west to east, makes a u-turn, and goes back west. Glows orange. Repeat of 12-24 event.",https://nuforc.org/sighting/?id=40754
2004-12-24 23:00:00,Monterrey,Nuevo León,Mexico,Cross,On December 24th at about 11:00pm a jet shaped objected moved across the sky glowing orange at a high altitude.,https://nuforc.org/sighting/?id=40684
2004-11-23 19:00:00,Puerto Vallarta,Jalisco,Mexico,Circle,Large spheric objects in the sky.,https://nuforc.org/sighting/?id=40567
2004-11-16 17:05:00,Ojuelos de Jalisco,Jalisco,Mexico,Disk,al evisar fotografias de un paisaje tomado en la sierra de Tapalpa Jalisco descubri unos puntos negros al momento de hacer la ampliacio,https://nuforc.org/sighting/?id=40562
2004-11-10 20:11:00,Puerto Vallarta,Jalisco,Mexico,Light,"Odd lights remain over the Bay of Banderes, Puerto Vallarta, Mexico.… ((NUFORC Note:  Possibly stars, we suspect.  PD))",https://nuforc.org/sighting/?id=45576
2004-11-09 03:30:00,Puerto Vallarta,Jalisco,Mexico,Light,"Odd light formations over Banderas Bay in Puerto Vallarta, Mexico...",https://nuforc.org/sighting/?id=50918
2004-10-11 10:00:00,Nuevo Laredo,Tamaulipas,Mexico,Light,"While I was driving I stopped at a traffic light and when I turned to wait for the green light, I saw 11 bright lights in the sky",https://nuforc.org/sighting/?id=70149
2004-09-05 13:00:00,Mexico City,Ciudad de México,Mexico,,"hey did anyone see that thing on CNN about a single ufo in Mexico? I dont remember the time that it happened or even what month it was,",https://nuforc.org/sighting/?id=38537
2004-08-24 19:15:00,Cancun,Quintana Roo,Mexico,Cigar,"A huge object off the coast of Cancun, Mexico",https://nuforc.org/sighting/?id=44440
2004-08-02 22:15:00,Cabo San Lucas,Baja California Sur,Mexico,Other,large light object that stayed in sighting for approx. 20 to 25 minutes. moving west to east,https://nuforc.org/sighting/?id=38412
2004-07-25 22:00:00,Mexico City,Ciudad de México,Mexico,Sphere,fast moving object across bay,https://nuforc.org/sighting/?id=44439
2004-07-20 01:00:00,Cancun,Quintana Roo,Mexico,Light,"Satallite with a mind of its own?? Riviera Maya, Mexico",https://nuforc.org/sighting/?id=108983
2004-07-04 22:00:00,Mexico City,Ciudad de México,Mexico,Sphere,fast moving object across bay,https://nuforc.org/sighting/?id=38945
2004-06-30 03:00:00,Playas de Rosarito,Baja California,Mexico,Unknown,"It put its hand near my face, but stopped and spoke to another one that told him to leave me alone, for they were ""done here.""",https://nuforc.org/sighting/?id=180881
2004-06-16 13:45:00,Malinalco,México,Mexico,Oval,"2 female friends at lunch in Malinalco, Mexico last June - saw small shiny silver oval/circular object for about 12 seconds",https://nuforc.org/sighting/?id=41237
2004-06-15 21:00:00,Monterrey,Nuevo León,Mexico,Orb,Big orb-shaped flying structure with multiple lights coming from it.,https://nuforc.org/sighting/?id=37268
2004-06-05 21:00:00,Cancun,Quintana Roo,Mexico,Orb,"high speed light that can change course in a second, in high orbit.",https://nuforc.org/sighting/?id=37204
2004-05-26 01:00:00,Cancun,Quintana Roo,Mexico,Other,Show in the sky!,https://nuforc.org/sighting/?id=37301
2004-05-17 22:00:00,Puerto Vallarta,Jalisco,Mexico,Light,A flashing red and white light making irratic movements and hovering at length before disappearing.,https://nuforc.org/sighting/?id=36918
2004-05-05 00:00:00,Mexico City,Ciudad de México,Mexico,,Article in the Globe and Mail,https://nuforc.org/sighting/?id=36564
2004-05-04 20:48:00,Mexico City,Ciudad de México,Mexico,Oval,"Saucer shaped object over Mexico City on May 4, 2004",https://nuforc.org/sighting/?id=36455
2004-04-26 20:50:00,Tijuana,Baja California,Mexico,Light,Saw UFO outside Airplane Window.,https://nuforc.org/sighting/?id=52305
2004-04-18 02:00:00,Cancun,Quintana Roo,Mexico,Triangle,Triangular shaped illuminating object hovering over the ocean near Cancun Mexico.  ((NUFORC Note:  Sighting of a planet??  PD)),https://nuforc.org/sighting/?id=36870
2004-03-05 23:00:00,Mexico City,Ciudad de México,Mexico,Disk,UFO's over Mexico City,https://nuforc.org/sighting/?id=36844
2004-03-05 20:25:00,Mexico City,Ciudad de México,Mexico,Light,Tue May 11 09:25pm on Video from the AP news.Check out sbcYahoo for video under this date.Mexican Air Force pilots filmed 11 unidentifi,https://nuforc.org/sighting/?id=36866
2004-03-05 17:00:00,Mexico City,Ciudad de México,Mexico,,Mexico Air Force video creates UFO stir,https://nuforc.org/sighting/?id=36868
2004-03-05 00:00:00,Mexico City,Ciudad de México,Mexico,Light,11 UFO's sighted in Mexican capital by airforce pilots visible only via infared cameras.,https://nuforc.org/sighting/?id=35188
2004-03-05 00:00:00,Mexico City,Ciudad de México,Mexico,,UFO's over mexico,https://nuforc.org/sighting/?id=35169
2004-02-12 21:00:00,Cancun,Quintana Roo,Mexico,Light,Star-like objects turning and moving at different directions and sometimes at incredible speed.,https://nuforc.org/sighting/?id=33629
2004-01-17 10:35:00,Tijuana,Baja California,Mexico,Other,"Imagine the space shuttle on steoids, with stubby X-15 like wings. Object flew overhead, fast and low, then rose quicly, at one point i",https://nuforc.org/sighting/?id=33535
2003-12-02 21:00:00,Tulum,Quintana Roo,Mexico,Changing,"Bright multi-colored, pulsating cigar shaped object observed near Tulum,. Mexico",https://nuforc.org/sighting/?id=33418
2003-12-02 20:30:00,Los Mochis,Sinaloa,Mexico,Circle,Large circular object with lights on top,https://nuforc.org/sighting/?id=32750
2003-11-26 17:00:00,Cancun,Quintana Roo,Mexico,,"WAS  JUST BEFORE SUNSET,  AIRCRAFT  MIDLE ALTITUDE, FLYING FROM NORTH EAST TO SOUT WEST APERA LIKE A SPACE CRAFT  ENTERING THE ATHMOSFE",https://nuforc.org/sighting/?id=33108
2003-10-23 00:10:00,Puerto Vallarta,Jalisco,Mexico,Light,bright white lights over the Sierra Madres in Mexico,https://nuforc.org/sighting/?id=31456
2003-10-13 12:30:00,Guasave,Sinaloa,Mexico,Changing,Change form getting energy,https://nuforc.org/sighting/?id=31454
2003-09-13 17:25:00,Tijuana,Baja California,Mexico,Egg,"El objeto estaba inmovil  en el aire, era de un color plateado y en forma de huevo.",https://nuforc.org/sighting/?id=31477
2003-09-13 17:10:00,Tijuana,Baja California,Mexico,Oval,Gray object above a mount left a trail to the south,https://nuforc.org/sighting/?id=31303
2003-09-10 15:30:00,Tijuana,Baja California,Mexico,Sphere,3 esferas plateadas  estaban estaticas en el aire a una distancia de 1 kilometro.,https://nuforc.org/sighting/?id=31105
2003-09-02 22:18:00,Ajijic,Jalisco,Mexico,Sphere,"A bright red sphere with pulsating white light observed SE of Ajijic, Mexico for about 2 mins.",https://nuforc.org/sighting/?id=30642
2003-08-31 22:00:00,Ajijic,Jalisco,Mexico,Sphere,"We observed a red and bright white sphere for some 45 seconds, travelling rapidly in an arc from WSW to NE, below medium cloud cover.",https://nuforc.org/sighting/?id=35834
2003-08-01 00:15:00,Cozumel,Quintana Roo,Mexico,Circle,Strange lights seen off a cruise ship in the Caribbean.,https://nuforc.org/sighting/?id=29603
2003-07-06 20:30:00,Los Mochis,Sinaloa,Mexico,Egg,glowing ball flying from south to north at the south end of the bay...  Bahia De Los Angeles Baja California Norte,https://nuforc.org/sighting/?id=29099
2003-06-02 22:00:00,Cancun,Quintana Roo,Mexico,Light,I am compelled to relay this recent experience of mine to anyone that may usefully document it.  Keep in mind it's an account written b,https://nuforc.org/sighting/?id=29011
2003-05-10 13:00:00,Acambaro,Guanajuato,Mexico,Circle,Sighting of a white object flying at an impossible speed.,https://nuforc.org/sighting/?id=52152
2003-04-24 01:00:00,Cancun,Quintana Roo,Mexico,Fireball,"Red fireball moving across the night sky in Cancun, Mexico",https://nuforc.org/sighting/?id=30694
2003-03-21 00:23:00,Mexico City,Ciudad de México,Mexico,Triangle,ufo's at sea above the pacific ocean,https://nuforc.org/sighting/?id=26823
,Tenancingo,México,,,,https://nuforc.org/sighting/?id=26233
2002-12-24 04:00:00,Cancun,Quintana Roo,Mexico,Other,'dancing' lights that looked like starts zig-zagging and doing other incredible manouveres in Cancun Mexico,https://nuforc.org/sighting/?id=27202
2002-12-04 01:00:00,Monterrey,Nuevo León,Mexico,,"There was many objects stopping traffic on a major highway outside Monterrey, Mexico",https://nuforc.org/sighting/?id=25089
2002-11-23 21:09:00,Mexico City,Ciudad de México,Mexico,Unknown,"Soundless flashing object crosses sky in 5 seconds, ENE to WSW",https://nuforc.org/sighting/?id=41934
2002-11-15 07:30:00,Mexico City,Ciudad de México,Mexico,Egg,UFOs at Mexico City.,https://nuforc.org/sighting/?id=24841
2002-09-13 19:01:00,Las Maravillas,Chiapas,Mexico,Unknown,"While reviewing pictures I had taken of the ocean view directly in front of my vacation rental, I discovered an image that was captured",https://nuforc.org/sighting/?id=24754
2002-09-01 20:30:00,Puerto Vallarta,Jalisco,Mexico,Other,"Something definitely seen and video taped while vacationing in Puerto Vallarta, Mex.",https://nuforc.org/sighting/?id=26290
2002-08-25 13:00:00,Tijuana,Baja California,Mexico,Disk,This thing was long approx. 200ft and thin. Silver metallic but shiny nothing like an airplane or anything I've ever seen before. We di,https://nuforc.org/sighting/?id=23815
2002-08-24 19:15:00,Tijuana,Baja California,Mexico,Disk,ovni o ?,https://nuforc.org/sighting/?id=23763
2002-08-13 06:30:00,Cancun,Quintana Roo,Mexico,Disk,"Digital picture from caribean sun raise taken from hotel window.

UFO in picture found months later while looking at .ppt presentatio",https://nuforc.org/sighting/?id=23459
2002-07-17 22:00:00,San Felipe,Guanajuato,Mexico,Cylinder,there are objects in the baja area not yet identified!!!!!!!!,https://nuforc.org/sighting/?id=177021
2002-07-08 23:15:00,Chihuahua,Chihuahua,Mexico,Triangle,"Vimos una nave triangular con luz roja en cada punta del triangulo, volaba a una velocidad baja a unos 200 mts de altura, la noche esta",https://nuforc.org/sighting/?id=22944
2002-06-15 02:00:00,San Quintin,Baja California,Mexico,Other,Bright green aurora like bubble filled with an opaque ice color with bicycle wheel spokes of light meeting ta liquid metal colored disk,https://nuforc.org/sighting/?id=26107
2002-05-12 17:00:00,Mexico City,Ciudad de México,Mexico,Circle,Dark circle flying opossite the wind!!,https://nuforc.org/sighting/?id=22526
2002-05-10 18:50:00,Cuauhtemoc,Chihuahua,Mexico,Oval,Un noticed,https://nuforc.org/sighting/?id=22414
2002-04-20 11:00:00,Cuernavaca,Morelos,Mexico,Oval,Sighting of Motherships retrieving aproximately 50 other smaller ships.,https://nuforc.org/sighting/?id=22508
2002-04-02 20:05:00,Chihuahua,Chihuahua,Mexico,Light,"Looking at the sky,while visting my parents,we saw what we thought to be at first sight a satelite,except going at least 4 or 5 times t",https://nuforc.org/sighting/?id=22329
2002-03-31 21:00:00,Puerto Penasco,Sonora,Mexico,Circle,"camping on the beach looking at what we thought was a shooting star and it was falling from the sky over the ocean only it stopped, it",https://nuforc.org/sighting/?id=22716
2002-03-31 21:00:00,Puerto Penasco,Sonora,Mexico,Circle,"I wrote to you about the sighting my family had over the ocean on March 31, 2002, in Puerto Penasco , Mexico  aka Rocky Point... you as",https://nuforc.org/sighting/?id=22413
2002-03-13 18:30:00,Puerto Penasco,Sonora,Mexico,Light,very bright light with huge triangular vapor trail emitting from the bottom of the light source,https://nuforc.org/sighting/?id=20957
2002-02-05 23:30:00,San Luis Potosi,San Luis Potosí,Mexico,Disk,"Aparecio un objeto extraño a las afueras de la ciudad, el OVNI media al rededor de 300 m de longitud era una cosa enorme y a tan larga",https://nuforc.org/sighting/?id=21655
2002-01-29 20:00:00,Chihuahua,Chihuahua,Mexico,,tres dias antes del avistamiento tuve un sueño muy bonito y que me ocasiono mucha tranquilidad en el cual veia muchas naves de un color,https://nuforc.org/sighting/?id=19027
2002-01-01 00:10:00,Tijuana,Baja California,Mexico,Circle,"Object was red,round and no sound flew for awhile the went in to the sky and vanished",https://nuforc.org/sighting/?id=18201
2001-12-01 21:10:00,Mazatlan,Sinaloa,Mexico,Light,about 300 saw a bright comet-like object flying too fast and too low from SW to NE at 21:10 on 12/2/01 at about 23°N106W,https://nuforc.org/sighting/?id=50175
2001-06-10 23:00:00,Cancun,Quintana Roo,Mexico,Light,2001-06 Cancun Mexico - distant bright orange dancing light,https://nuforc.org/sighting/?id=17630
2001-05-30 05:00:00,Los Mochis,Sinaloa,Mexico,Sphere,"Very bright glowing object would drop suddenly and rise again...and stay still. Looked like Venus, but moved",https://nuforc.org/sighting/?id=17366
2001-05-28 12:00:00,Nueva Rosita,Coahuila,Mexico,Disk,One big silver saucer and two small saucer.  On the top of some hills out of the mines during the day 12:00pm. just for a few mintues.,https://nuforc.org/sighting/?id=17455
2001-04-25 19:00:00,San Felipe,Guanajuato,Mexico,Cylinder,"Bright light following cylindrical nose, near ground, moving linearly southward without noise or trail.",https://nuforc.org/sighting/?id=16479
2001-04-17 20:45:00,Cancun,Quintana Roo,Mexico,Light,"A small star like light, making sharp turns in the area of Ursa Major (The Big Dipper)",https://nuforc.org/sighting/?id=26752
2001-04-16 22:00:00,Cancun,Quintana Roo,Mexico,Triangle,"Perfectly shaped triangle of stars, extremely fast moving, two stars circling each other.",https://nuforc.org/sighting/?id=18508
2001-01-01 00:01:00,Progreso,Yucatán,Mexico,Fireball,2001 New Years Sighting,https://nuforc.org/sighting/?id=16387
2000-12-25 00:00:00,Tlaltenango de Sanchez Roman,Zacatecas,Mexico,Light,Bright light on and off for about an hour,https://nuforc.org/sighting/?id=13226
2000-12-23 19:00:00,La Paz,Baja California Sur,Mexico,Orb,White orb of light hovering over Sierra Madre Mountains during Christmas week.,https://nuforc.org/sighting/?id=22454
2000-12-08 19:00:00,San Jose del Cabo,Baja California Sur,Mexico,Sphere,It was the most amazing sight I've ever seen.,https://nuforc.org/sighting/?id=12983
2000-06-24 23:00:00,Cancun,Quintana Roo,Mexico,Sphere,Around 11pm on 06/24 My wife and I Noticed   Circular shape beams of light  with a Halo like circle around them.  They were traveling n,https://nuforc.org/sighting/?id=38296
2000-06-15 14:00:00,Mexico City,Ciudad de México,Mexico,Sphere,static silver sphere,https://nuforc.org/sighting/?id=12815
2000-05-27 00:30:00,Cancun,Quintana Roo,Mexico,Cigar,WAS SITTING ON THE BEACH AND STARGAZING WHEN I SEEN A SHOOTONG STAR OR THOUGHT IT WAS I DIDN'T NOTICE ANY LIGHTS JUST THAT IT WAS MOVIN,https://nuforc.org/sighting/?id=68459
2000-05-07 20:00:00,Mazatlan,Sinaloa,Mexico,,I have 20 minutes of film but no one seams intrested to even look at it It looks like an object moving away from you as bright as any s,https://nuforc.org/sighting/?id=12584
2000-04-27 21:00:00,San Felipe,Guanajuato,Mexico,,Something in the night sky!,https://nuforc.org/sighting/?id=36845
2000-04-12 20:30:00,Mazamitla,Jalisco,Mexico,Light,Me and two other witnesses seen 3 lights in the sky on a evning walk.,https://nuforc.org/sighting/?id=180485
2000-03-25 11:30:00,Isla,Veracruz,Mexico,Oval,"I photograhed my wife for a picture by the lighthouse.  When developted we noticed ""something"" that was not there before.",https://nuforc.org/sighting/?id=13301
2000-02-15 23:00:00,Tijuana,Baja California,Mexico,Flash,la estrella estuvo estatica por lo menos 30 min y su uida fue espectacular ni el mas moderno avion aria eso!,https://nuforc.org/sighting/?id=10547
2000-01-03 23:00:00,Cancun,Quintana Roo,Mexico,Star,"Saw 17 formation N making back and forth up down mnvrs then turned S, one stopped in front of us",https://nuforc.org/sighting/?id=9791
2000-01-01 01:00:00,Tenancingo,México,Mexico,Light,Red/Orange light in the sky.,https://nuforc.org/sighting/?id=44552
1999-11-13 20:00:00,Guaymas,Sonora,Mexico,Orb,"small star gets bigger, bigger, explodes then smaller light left in it's place proceeds south-west at steady (satelite like)speed.",https://nuforc.org/sighting/?id=10416
1999-06-15 13:00:00,Chihuahua,Chihuahua,Mexico,Other,"I think I saw contrails, but this day some military F-5 aircraft were passing by over the city, and I don´t know if they release a whit",https://nuforc.org/sighting/?id=12555
1999-06-14 22:30:00,San Felipe,Guanajuato,Mexico,Light,Two lights darting in a zig zag patern. Another flashing craft moving with other lights.,https://nuforc.org/sighting/?id=13983
